Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method
Foot Locker,2021-02-24,Southeast,Virginia,Women'S Athletic Footwear,40,200,8000,In-Store
Foot Locker,2021-03-17,Midwest,Missouri,Women'S Athletic Footwear,30,200,6000,In-Store
Foot Locker,2021-04-18,Midwest,Missouri,Women'S Athletic Footwear,25,200,5000,In-Store
Sports Direct,2021-10-04,South,Texas,Men'S Street Footwear,30,213,6390,Outlet
Sports Direct,2021-09-14,Southeast,Georgia,Men'S Street Footwear,31,204,6324,Outlet
West Gear,2021-01-24,West,Utah,Women'S Athletic Footwear,40,200,8000,In-Store
Sports Direct,2021-04-28,South,Tennessee,Men'S Athletic Footwear,33,213,7029,Outlet
Walmart,2021-04-20,South,Arkansas,Men'S Street Footwear,19,204,3876,Outlet
West Gear,2021-02-24,West,Oregon,Women'S Athletic Footwear,40,200,8000,In-Store
Kohl'S,2021-02-14,South,Oklahoma,Men'S Street Footwear,18,204,3672,Outlet
Sports Direct,2021-09-20,South,Alabama,Women'S Street Footwear,47,213,10011,Outlet
West Gear,2021-07-23,West,Oregon,Women'S Street Footwear,66,221,14586,Outlet
Sports Direct,2020-07-24,South,Texas,Women'S Apparel,34,203,6902,Online
Foot Locker,2021-12-22,West,Arizona,Men'S Athletic Footwear,33,213,7029,Outlet
West Gear,2021-07-16,South,Louisiana,Men'S Apparel,73,221,16133,Outlet
Sports Direct,2020-08-08,South,Texas,Women'S Street Footwear,34,203,6902,Online
Amazon,2021-02-22,Midwest,Ohio,Men'S Athletic Footwear,40,200,8000,Online
Walmart,2021-09-19,South,Arkansas,Men'S Street Footwear,35,221,7735,Outlet
Sports Direct,2020-07-21,Northeast,New York,Women'S Street Footwear,33,210,6930,Online
Amazon,2021-05-23,Southeast,Kentucky,Women'S Street Footwear,40,200,8000,Online
Walmart,2020-08-27,South,Texas,Women'S Athletic Footwear,36,210,7560,Online
Amazon,2021-06-22,Southeast,Kentucky,Women'S Athletic Footwear,30,200,6000,Online
Walmart,2020-08-21,South,Texas,Women'S Athletic Footwear,38,203,7714,Online
Walmart,2020-09-16,South,Texas,Women'S Apparel,53,210,11130,Online
Amazon,2021-09-23,Southeast,Kentucky,Women'S Athletic Footwear,35,200,7000,Online
Walmart,2020-10-23,South,Texas,Women'S Athletic Footwear,48,203,9744,Online
Amazon,2021-09-23,Southeast,Kentucky,Men'S Apparel,45,200,9000,Online
West Gear,2020-11-15,West,California,Women'S Street Footwear,55,203,11165,Online
Foot Locker,2021-06-08,Northeast,Rhode Island,Women'S Athletic Footwear,40,200,8000,In-Store
West Gear,2020-11-08,West,California,Men'S Athletic Footwear,49,210,10290,Online
West Gear,2020-12-26,West,California,Men'S Athletic Footwear,62,203,12586,Online
Foot Locker,2021-07-06,Northeast,Rhode Island,Women'S Athletic Footwear,40,200,8000,In-Store
West Gear,2020-12-24,West,California,Women'S Apparel,54,210,11340,Online
West Gear,2020-12-30,West,California,Women'S Apparel,72,203,14616,Online
Walmart,2021-03-19,South,Arkansas,Women'S Athletic Footwear,20,200,4000,Online
Sports Direct,2021-02-15,Northeast,Rhode Island,Women'S Street Footwear,30,200,6000,In-Store
West Gear,2020-12-27,West,California,Women'S Street Footwear,64,210,13440,Online
West Gear,2021-01-27,West,California,Women'S Athletic Footwear,53,203,10759,Online
West Gear,2021-10-21,South,Oklahoma,Women'S Athletic Footwear,20,200,4000,Online
West Gear,2021-01-09,West,California,Women'S Athletic Footwear,59,210,12390,Online
Sports Direct,2021-03-13,Northeast,Massachusetts,Women'S Street Footwear,30,200,6000,In-Store
West Gear,2021-10-21,South,Oklahoma,Men'S Apparel,30,200,6000,Online
West Gear,2021-02-07,West,California,Women'S Street Footwear,50,210,10500,Online
Sports Direct,2021-03-13,Northeast,Massachusetts,Women'S Apparel,40,200,8000,In-Store
West Gear,2021-02-02,West,California,Women'S Athletic Footwear,51,203,10353,Online
West Gear,2021-02-08,West,California,Women'S Athletic Footwear,53,210,11130,Online
Kohl'S,2021-01-16,South,Oklahoma,Women'S Athletic Footwear,20,200,4000,Online
Amazon,2021-02-19,Northeast,New Hampshire,Women'S Athletic Footwear,45,200,9000,In-Store
Kohl'S,2021-02-17,West,California,Men'S Street Footwear,32,203,6496,Online
Kohl'S,2021-04-13,Midwest,Kansas,Men'S Athletic Footwear,25,200,5000,Online
West Gear,2021-01-20,West,California,Women'S Street Footwear,60,200,12000,Online
Kohl'S,2021-04-13,Midwest,Kansas,Women'S Street Footwear,15,200,3000,Online
Kohl'S,2021-04-24,West,California,Women'S Apparel,60,200,12000,Online
Kohl'S,2021-04-21,West,California,Women'S Street Footwear,48,203,9744,Online
Sports Direct,2021-09-11,South,Texas,Men'S Athletic Footwear,49,200,9800,Online
Kohl'S,2021-04-30,West,California,Women'S Apparel,59,203,11977,Online
Sports Direct,2021-05-15,South,Tennessee,Men'S Street Footwear,53,200,10600,Online
Sports Direct,2021-09-30,South,Texas,Women'S Street Footwear,59,203,11977,Online
Walmart,2021-12-16,Southeast,Florida,Men'S Athletic Footwear,82,200,16400,Online
Kohl'S,2021-05-12,Midwest,Kansas,Women'S Athletic Footwear,35,200,7000,Online
Sports Direct,2021-02-17,Southeast,Virginia,Men'S Street Footwear,34,200,6800,Online
Sports Direct,2021-10-03,South,Texas,Women'S Apparel,48,203,9744,Online
Kohl'S,2021-10-14,Midwest,Kansas,Women'S Street Footwear,20,200,4000,Online
West Gear,2021-08-24,West,Oregon,Men'S Street Footwear,81,200,16200,Online
West Gear,2020-05-20,West,Colorado,Men'S Street Footwear,59,203,11977,Online
Foot Locker,2021-03-11,Midwest,South Dakota,Men'S Athletic Footwear,40,200,8000,Online
Foot Locker,2021-05-05,Southeast,South Carolina,Women'S Apparel,59,200,11800,Online
West Gear,2020-04-24,Southeast,Florida,Women'S Street Footwear,32,203,6496,Online
Foot Locker,2021-06-12,Midwest,South Dakota,Women'S Street Footwear,35,200,7000,Online
Foot Locker,2021-06-07,Southeast,South Carolina,Men'S Athletic Footwear,49,200,9800,Online
Foot Locker,2021-08-12,Midwest,South Dakota,Women'S Athletic Footwear,40,200,8000,Online
Sports Direct,2021-08-03,Southeast,North Carolina,Men'S Athletic Footwear,58,200,11600,Online
Sports Direct,2020-10-01,Southeast,Florida,Women'S Street Footwear,47,203,9541,Online
Walmart,2020-09-08,South,Texas,Women'S Athletic Footwear,37,200,7400,Outlet
Kohl'S,2021-02-02,Midwest,Montana,Men'S Street Footwear,37,203,7511,Online
Sports Direct,2021-09-06,South,Texas,Women'S Street Footwear,19,200,3800,Outlet
Kohl'S,2021-02-08,Midwest,Montana,Men'S Street Footwear,42,203,8526,Online
Sports Direct,2021-03-08,Midwest,North Dakota,Men'S Athletic Footwear,30,200,6000,Online
Sports Direct,2021-10-01,South,Alabama,Men'S Athletic Footwear,14,200,2800,Outlet
West Gear,2021-12-16,Southeast,Florida,Women'S Apparel,64,200,12800,Outlet
Foot Locker,2021-02-04,South,Louisiana,Men'S Street Footwear,18,200,3600,Outlet
Sports Direct,2021-05-10,Midwest,North Dakota,Men'S Athletic Footwear,45,200,9000,In-Store
Foot Locker,2021-03-06,West,Idaho,Men'S Street Footwear,21,200,4200,Outlet
Sports Direct,2021-06-09,Midwest,North Dakota,Women'S Street Footwear,30,200,6000,In-Store
Sports Direct,2021-09-05,West,Idaho,Women'S Apparel,36,200,7200,Outlet
Sports Direct,2021-08-09,Midwest,North Dakota,Women'S Athletic Footwear,40,200,8000,In-Store
Foot Locker,2021-02-06,Midwest,North Dakota,Women'S Street Footwear,20,200,4000,In-Store
Sports Direct,2021-08-13,Southeast,Georgia,Men'S Athletic Footwear,44,200,8800,Outlet
Foot Locker,2021-05-07,Midwest,Iowa,Women'S Street Footwear,35,200,7000,In-Store
Kohl'S,2021-12-19,South,Oklahoma,Men'S Street Footwear,55,200,11000,Outlet
Foot Locker,2021-12-17,Northeast,New Hampshire,Men'S Street Footwear,49,200,9800,Outlet
Kohl'S,2021-04-12,West,California,Women'S Apparel,49,198,9702,Outlet
Sports Direct,2021-04-12,South,Tennessee,Women'S Athletic Footwear,29,198,5742,Outlet
Foot Locker,2021-06-06,Midwest,Iowa,Women'S Street Footwear,25,200,5000,In-Store
Walmart,2021-11-17,Southeast,Florida,Women'S Apparel,66,198,13068,Outlet
West Gear,2021-07-23,West,Oregon,Men'S Apparel,68,198,13464,Outlet
Kohl'S,2021-05-28,West,California,Women'S Athletic Footwear,49,210,10290,Online
West Gear,2021-07-16,South,Louisiana,Women'S Athletic Footwear,62,198,12276,Outlet
West Gear,2020-02-13,West,Nevada,Men'S Street Footwear,62,210,13020,Online
Foot Locker,2021-08-06,Midwest,Iowa,Women'S Athletic Footwear,40,200,8000,In-Store
Sports Direct,2021-09-14,Southeast,Georgia,Men'S Athletic Footwear,38,198,7524,Outlet
West Gear,2020-07-08,West,Washington,Men'S Athletic Footwear,77,210,16170,Online
West Gear,2021-11-06,Midwest,Iowa,Women'S Athletic Footwear,35,200,7000,In-Store
Walmart,2021-08-17,South,Mississippi,Men'S Athletic Footwear,44,198,8712,Outlet
Foot Locker,2020-04-24,Southeast,Florida,Men'S Athletic Footwear,41,210,8610,Online
West Gear,2021-02-03,Midwest,Iowa,Women'S Street Footwear,20,200,4000,In-Store
Walmart,2021-07-19,South,Arkansas,Women'S Apparel,50,198,9900,Outlet
Sports Direct,2020-09-26,Southeast,Florida,Women'S Athletic Footwear,42,210,8820,Online
West Gear,2021-05-04,Midwest,Wisconsin,Men'S Athletic Footwear,40,200,8000,In-Store
Sports Direct,2020-07-30,South,Texas,Women'S Apparel,34,196,6664,Online
Walmart,2020-08-28,South,Texas,Men'S Apparel,41,196,8036,Online
West Gear,2020-11-09,West,California,Women'S Street Footwear,49,196,9604,Online
Sports Direct,2020-09-27,Southeast,Florida,Men'S Apparel,50,210,10500,Online
West Gear,2021-02-04,West,California,Women'S Apparel,63,196,12348,Online
West Gear,2021-06-03,Midwest,Wisconsin,Women'S Street Footwear,25,200,5000,In-Store
Kohl'S,2021-02-18,West,California,Men'S Athletic Footwear,41,196,8036,Online
West Gear,2021-08-03,Midwest,Wisconsin,Women'S Athletic Footwear,40,200,8000,In-Store
Sports Direct,2021-03-10,Midwest,Montana,Men'S Street Footwear,18,210,3780,Online
Kohl'S,2021-05-09,West,California,Women'S Street Footwear,46,196,9016,Online
Sports Direct,2021-05-17,South,Tennessee,Women'S Street Footwear,54,210,11340,Online
Kohl'S,2021-05-30,West,California,Women'S Apparel,59,196,11564,Online
Sports Direct,2021-09-13,South,Alabama,Men'S Athletic Footwear,52,210,10920,Online
West Gear,2021-09-04,Midwest,Wisconsin,Women'S Apparel,40,200,8000,In-Store
Sports Direct,2021-08-12,Midwest,Illinois,Men'S Athletic Footwear,28,196,5488,Online
Foot Locker,2021-06-10,West,Hawaii,Men'S Street Footwear,67,210,14070,Online
West Gear,2020-03-09,West,Nevada,Men'S Street Footwear,58,196,11368,Online
West Gear,2020-04-26,West,Colorado,Men'S Street Footwear,63,196,12348,Online
West Gear,2020-04-24,Southeast,Florida,Men'S Apparel,52,196,10192,Online
West Gear,2020-04-24,Southeast,Florida,Men'S Apparel,58,196,11368,Online
Kohl'S,2021-03-04,Midwest,Montana,Men'S Street Footwear,41,196,8036,Online
Sports Direct,2021-05-09,South,Tennessee,Men'S Street Footwear,29,196,5684,Online
Sports Direct,2021-08-02,Midwest,Nebraska,Men'S Athletic Footwear,29,196,5684,Online
West Gear,2021-07-08,Northeast,New York,Men'S Athletic Footwear,56,196,10976,Online
Kohl'S,2021-07-10,West,Wyoming,Women'S Apparel,51,196,9996,Online
Kohl'S,2021-08-11,West,Wyoming,Women'S Apparel,52,196,10192,Online
Sports Direct,2021-11-16,Midwest,Michigan,Men'S Street Footwear,49,196,9604,Online
West Gear,2021-01-11,Midwest,Missouri,Men'S Street Footwear,23,196,4508,Online
Foot Locker,2021-08-10,West,Hawaii,Men'S Street Footwear,79,210,16590,Online
West Gear,2021-01-10,Midwest,Wisconsin,Men'S Apparel,45,200,9000,In-Store
Sports Direct,2021-08-01,Midwest,Nebraska,Men'S Street Footwear,19,203,3857,Online
West Gear,2021-07-23,West,Oregon,Men'S Athletic Footwear,85,196,16660,Online
West Gear,2021-02-10,Midwest,Wisconsin,Men'S Athletic Footwear,35,200,7000,In-Store
Sports Direct,2021-08-25,South,Alabama,Men'S Street Footwear,9,203,1827,Online
West Gear,2021-07-16,South,Louisiana,Women'S Street Footwear,90,196,17640,Online
West Gear,2021-02-10,Midwest,Indiana,Men'S Apparel,45,200,9000,In-Store
Walmart,2021-06-17,Southeast,Florida,Women'S Street Footwear,80,210,16800,Online
Sports Direct,2021-08-30,South,Alabama,Women'S Apparel,43,203,8729,Online
Foot Locker,2021-01-05,South,Louisiana,Men'S Athletic Footwear,28,196,5488,Online
West Gear,2021-05-05,West,Idaho,Men'S Athletic Footwear,28,196,5488,Online
Sports Direct,2021-08-08,West,Idaho,Women'S Apparel,54,196,10584,Online
West Gear,2021-08-09,Northeast,New York,Men'S Athletic Footwear,55,210,11550,Online
West Gear,2021-04-10,Midwest,Indiana,Men'S Athletic Footwear,25,200,5000,In-Store
Foot Locker,2021-12-04,West,Idaho,Women'S Apparel,60,196,11760,Online
Sports Direct,2021-07-15,Midwest,Michigan,Women'S Apparel,62,210,13020,Online
West Gear,2021-04-10,Midwest,Indiana,Women'S Street Footwear,15,200,3000,In-Store
Foot Locker,2021-07-22,West,Arizona,Men'S Street Footwear,49,196,9604,Online
Sports Direct,2021-08-31,South,Alabama,Men'S Street Footwear,43,203,8729,Online
West Gear,2021-06-17,South,Louisiana,Men'S Athletic Footwear,65,210,13650,Online
Sports Direct,2021-07-12,Southeast,Georgia,Men'S Street Footwear,47,196,9212,Online
Sports Direct,2021-09-01,South,Alabama,Men'S Athletic Footwear,49,203,9947,Online
West Gear,2021-11-17,South,Louisiana,Men'S Athletic Footwear,42,210,8820,Online
Foot Locker,2021-05-05,Southeast,South Carolina,Men'S Apparel,53,196,10388,Online
Foot Locker,2021-09-05,Southeast,South Carolina,Women'S Street Footwear,38,196,7448,Online
Sports Direct,2021-10-11,South,Alabama,Women'S Apparel,68,203,13804,Online
Foot Locker,2021-11-06,Southeast,South Carolina,Men'S Apparel,66,196,12936,Online
Foot Locker,2021-08-08,West,Idaho,Men'S Street Footwear,46,210,9660,Online
Walmart,2021-06-17,Southeast,Florida,Men'S Athletic Footwear,64,203,12992,Online
Kohl'S,2021-12-25,West,New Mexico,Men'S Street Footwear,55,210,11550,Online
Foot Locker,2021-07-23,Southeast,Virginia,Men'S Athletic Footwear,81,203,16443,Online
Sports Direct,2021-01-19,Southeast,Virginia,Men'S Street Footwear,34,203,6902,Online
Sports Direct,2021-01-06,Southeast,South Carolina,Women'S Apparel,34,196,6664,Online
Foot Locker,2021-07-17,Midwest,Missouri,Men'S Street Footwear,36,203,7308,Online
Sports Direct,2021-07-02,Southeast,North Carolina,Women'S Street Footwear,53,196,10388,Online
Foot Locker,2021-03-05,Southeast,South Carolina,Men'S Athletic Footwear,32,210,6720,Online
Sports Direct,2021-10-04,Southeast,North Carolina,Men'S Athletic Footwear,33,196,6468,Online
Foot Locker,2021-05-05,Southeast,South Carolina,Women'S Street Footwear,41,210,8610,Online
Amazon,2021-12-02,Southeast,North Carolina,Women'S Athletic Footwear,55,196,10780,Online
Foot Locker,2021-08-18,Midwest,Missouri,Men'S Street Footwear,38,203,7714,Online
Amazon,2021-06-11,Midwest,Ohio,Women'S Apparel,64,196,12544,Online
West Gear,2021-08-11,West,Utah,Men'S Street Footwear,33,203,6699,Online
Amazon,2021-07-17,Northeast,New Hampshire,Men'S Street Footwear,64,196,12544,Online
West Gear,2021-12-10,West,Utah,Men'S Street Footwear,39,203,7917,Online
Amazon,2021-08-18,Northeast,New Hampshire,Men'S Street Footwear,60,196,11760,Online
West Gear,2021-06-17,South,Louisiana,Women'S Street Footwear,83,203,16849,Online
West Gear,2021-01-10,West,California,Men'S Apparel,44,196,8624,Outlet
West Gear,2020-03-03,West,Nevada,Men'S Street Footwear,47,196,9212,Outlet
Sports Direct,2021-04-02,South,Tennessee,Women'S Apparel,18,196,3528,Outlet
Sports Direct,2021-04-18,South,Tennessee,Women'S Athletic Footwear,32,196,6272,Outlet
West Gear,2021-05-11,Midwest,Indiana,Men'S Apparel,45,200,9000,In-Store
Foot Locker,2021-08-23,West,Arizona,Men'S Street Footwear,41,194,7954,Outlet
Sports Direct,2021-09-09,South,Alabama,Women'S Athletic Footwear,36,196,7056,Outlet
West Gear,2021-06-10,Midwest,Indiana,Women'S Street Footwear,30,200,6000,In-Store
Foot Locker,2021-12-22,West,Arizona,Men'S Street Footwear,35,194,6790,Outlet
West Gear,2021-08-10,Midwest,Indiana,Women'S Athletic Footwear,40,200,8000,In-Store
Sports Direct,2021-08-04,Northeast,Connecticut,Men'S Street Footwear,40,194,7760,Outlet
Sports Direct,2021-10-02,South,Alabama,Women'S Street Footwear,33,196,6468,Outlet
Kohl'S,2021-04-16,West,California,Women'S Athletic Footwear,33,193,6369,Outlet
Foot Locker,2021-09-05,Southeast,South Carolina,Women'S Athletic Footwear,39,210,8190,Online
Walmart,2021-06-17,Southeast,Florida,Women'S Athletic Footwear,66,196,12936,Outlet
West Gear,2021-01-17,Midwest,Indiana,Men'S Apparel,45,200,9000,In-Store
West Gear,2020-02-26,West,Nevada,Men'S Athletic Footwear,50,193,9650,Outlet
West Gear,2021-09-19,South,Oklahoma,Men'S Street Footwear,35,196,6860,Outlet
Sports Direct,2021-08-03,Southeast,North Carolina,Women'S Street Footwear,54,210,11340,Online
West Gear,2021-02-17,Midwest,Indiana,Men'S Athletic Footwear,40,200,8000,In-Store
Sports Direct,2021-10-09,South,Alabama,Women'S Athletic Footwear,52,193,10036,Outlet
Sports Direct,2021-06-15,Northeast,Massachusetts,Men'S Street Footwear,39,196,7644,Outlet
West Gear,2021-01-12,Southeast,Florida,Men'S Apparel,36,193,6948,Outlet
West Gear,2021-05-18,Northeast,West Virginia,Women'S Athletic Footwear,35,200,7000,In-Store
Sports Direct,2021-01-19,Southeast,Virginia,Women'S Apparel,25,193,4825,Outlet
Sports Direct,2021-11-03,Southeast,North Carolina,Women'S Apparel,72,210,15120,Online
West Gear,2021-12-23,West,Oregon,Women'S Street Footwear,48,193,9264,Outlet
Sports Direct,2021-08-14,Northeast,Massachusetts,Men'S Street Footwear,40,196,7840,Outlet
Amazon,2021-10-11,Midwest,Ohio,Men'S Street Footwear,36,210,7560,Online
West Gear,2021-04-21,Northeast,Maryland,Women'S Apparel,35,200,7000,In-Store
Kohl'S,2021-06-26,West,New Mexico,Women'S Street Footwear,41,193,7913,Outlet
Amazon,2021-05-17,Northeast,New Hampshire,Men'S Street Footwear,47,196,9212,Outlet
Sports Direct,2021-07-20,Northeast,Maryland,Women'S Street Footwear,40,200,8000,In-Store
Walmart,2021-08-20,South,Arkansas,Women'S Apparel,40,193,7720,Outlet
Sports Direct,2021-08-21,Northeast,Maryland,Women'S Street Footwear,40,200,8000,In-Store
Amazon,2021-09-17,Northeast,New Hampshire,Men'S Street Footwear,51,193,9843,Outlet
Sports Direct,2021-11-12,Midwest,South Dakota,Women'S Street Footwear,45,195,8775,Online
Sports Direct,2021-09-13,South,Texas,Women'S Athletic Footwear,29,192,5568,Outlet
Foot Locker,2021-11-09,Midwest,North Dakota,Women'S Street Footwear,40,195,7800,In-Store
West Gear,2020-02-06,West,Nevada,Women'S Apparel,57,192,10944,Outlet
Walmart,2020-10-24,South,Texas,Men'S Apparel,42,195,8190,Online
Foot Locker,2021-09-13,Northeast,Delaware,Women'S Athletic Footwear,45,200,9000,In-Store
Sports Direct,2021-08-08,South,Alabama,Men'S Athletic Footwear,26,192,4992,Outlet
Kohl'S,2021-03-14,West,California,Men'S Athletic Footwear,43,195,8385,Online
Kohl'S,2021-03-06,Northeast,New Jersey,Men'S Athletic Footwear,35,200,7000,In-Store
Foot Locker,2021-12-16,South,Louisiana,Women'S Street Footwear,53,192,10176,Outlet
Kohl'S,2021-05-06,Northeast,New Jersey,Women'S Athletic Footwear,40,200,8000,In-Store
Sports Direct,2021-09-24,South,Alabama,Men'S Street Footwear,20,184,3680,Outlet
Foot Locker,2021-12-16,South,Louisiana,Women'S Athletic Footwear,53,192,10176,Outlet
Kohl'S,2021-03-20,West,California,Men'S Athletic Footwear,41,195,7995,Online
Foot Locker,2021-06-24,Southeast,Virginia,Women'S Athletic Footwear,61,184,11224,Outlet
Sports Direct,2021-09-04,South,Texas,Men'S Street Footwear,19,195,3705,Online
Kohl'S,2021-08-07,Northeast,New Jersey,Women'S Athletic Footwear,40,200,8000,In-Store
West Gear,2021-08-11,West,Utah,Women'S Apparel,27,184,4968,Outlet
Sports Direct,2021-02-05,Northeast,New Jersey,Men'S Athletic Footwear,40,200,8000,In-Store
West Gear,2020-06-25,West,Washington,Men'S Street Footwear,71,195,13845,Online
West Gear,2020-08-01,West,Washington,Men'S Athletic Footwear,77,195,15015,Online
Sports Direct,2021-04-04,Northeast,Connecticut,Men'S Athletic Footwear,40,200,8000,In-Store
Foot Locker,2020-08-10,Southeast,Florida,Men'S Apparel,50,195,9750,Online
Sports Direct,2021-04-04,Northeast,Connecticut,Women'S Street Footwear,30,200,6000,In-Store
Sports Direct,2021-09-03,Northeast,Connecticut,Women'S Street Footwear,45,200,9000,In-Store
Foot Locker,2020-08-13,Southeast,Florida,Men'S Athletic Footwear,43,195,8385,Online
Foot Locker,2021-04-07,Northeast,Rhode Island,Women'S Apparel,35,200,7000,In-Store
Sports Direct,2020-10-09,Southeast,Florida,Men'S Apparel,64,195,12480,Online
Sports Direct,2021-08-19,South,Alabama,Men'S Street Footwear,19,195,3705,Online
Kohl'S,2021-06-26,West,New Mexico,Women'S Apparel,50,192,9600,Outlet
Foot Locker,2021-05-06,Northeast,Rhode Island,Women'S Street Footwear,40,200,8000,In-Store
Walmart,2021-07-16,South,Mississippi,Men'S Athletic Footwear,42,192,8064,Outlet
Walmart,2021-07-16,Southeast,Florida,Men'S Apparel,89,195,17355,Online
West Gear,2021-06-17,South,Louisiana,Women'S Athletic Footwear,59,184,10856,Outlet
Foot Locker,2021-06-24,Southeast,Virginia,Women'S Street Footwear,73,195,14235,Online
West Gear,2021-10-17,South,Louisiana,Men'S Athletic Footwear,34,184,6256,Outlet
Sports Direct,2021-08-16,Midwest,Michigan,Men'S Athletic Footwear,50,195,9750,Online
West Gear,2021-05-05,West,Idaho,Women'S Street Footwear,18,184,3312,Outlet
Sports Direct,2021-10-04,West,Idaho,Women'S Apparel,34,179,6086,Outlet
Sports Direct,2021-04-13,Southeast,Georgia,Men'S Street Footwear,37,179,6623,Outlet
Foot Locker,2021-12-04,West,Idaho,Women'S Athletic Footwear,44,184,8096,Outlet
West Gear,2021-08-24,West,Oregon,Women'S Street Footwear,68,195,13260,Online
Walmart,2021-08-17,South,Mississippi,Women'S Street Footwear,37,179,6623,Outlet
Foot Locker,2021-05-24,West,Arizona,Men'S Street Footwear,38,184,6992,Outlet
West Gear,2021-11-24,West,Oregon,Men'S Athletic Footwear,48,195,9360,Online
West Gear,2021-05-19,South,Oklahoma,Men'S Street Footwear,28,179,5012,Outlet
Foot Locker,2021-09-24,West,Arizona,Men'S Street Footwear,35,184,6440,Outlet
West Gear,2021-06-17,South,Louisiana,Women'S Apparel,100,195,19500,Online
Kohl'S,2021-05-27,West,New Mexico,Men'S Street Footwear,43,184,7912,Outlet
Amazon,2021-01-14,Northeast,Massachusetts,Men'S Street Footwear,35,179,6265,Outlet
Sports Direct,2021-07-12,Southeast,Georgia,Women'S Street Footwear,41,184,7544,Outlet
Amazon,2021-09-10,Northeast,Vermont,Men'S Street Footwear,44,179,7876,Outlet
West Gear,2021-04-05,West,Idaho,Men'S Street Footwear,19,195,3705,Online
Sports Direct,2021-11-13,Southeast,Georgia,Men'S Athletic Footwear,40,184,7360,Outlet
Sports Direct,2021-05-04,South,Tennessee,Men'S Athletic Footwear,25,178,4450,Outlet
West Gear,2021-04-05,West,Idaho,Men'S Athletic Footwear,29,195,5655,Online
West Gear,2021-04-20,South,Oklahoma,Men'S Street Footwear,20,184,3680,Outlet
West Gear,2021-05-18,South,Louisiana,Women'S Apparel,46,178,8188,Outlet
Amazon,2021-02-12,Northeast,Massachusetts,Men'S Street Footwear,33,184,6072,Outlet
Sports Direct,2021-12-16,South,Mississippi,Women'S Apparel,53,178,9434,Outlet
West Gear,2021-06-04,West,Idaho,Men'S Street Footwear,42,195,8190,Online
Foot Locker,2021-02-22,Northeast,New Hampshire,Men'S Street Footwear,41,184,7544,Outlet
West Gear,2021-01-23,South,Arkansas,Men'S Street Footwear,17,178,3026,Outlet
Foot Locker,2021-08-08,West,Idaho,Men'S Athletic Footwear,53,195,10335,Online
Sports Direct,2020-08-02,South,Texas,Women'S Street Footwear,32,182,5824,Online
Foot Locker,2021-06-07,Southeast,South Carolina,Men'S Apparel,62,195,12090,Online
Amazon,2021-12-13,Northeast,Massachusetts,Men'S Street Footwear,51,178,9078,Outlet
Walmart,2020-10-29,South,Texas,Women'S Athletic Footwear,47,182,8554,Online
Sports Direct,2021-11-03,Southeast,North Carolina,Men'S Athletic Footwear,32,195,6240,Online
Amazon,2021-05-10,Northeast,Vermont,Men'S Street Footwear,48,177,8496,Outlet
West Gear,2020-11-12,West,California,Women'S Apparel,46,182,8372,Online
West Gear,2021-06-21,South,Oklahoma,Men'S Street Footwear,32,192,6144,Outlet
Amazon,2021-07-09,Midwest,Ohio,Men'S Athletic Footwear,56,195,10920,Online
Sports Direct,2020-07-27,South,Texas,Women'S Street Footwear,32,176,5632,Online
West Gear,2021-01-03,West,California,Women'S Athletic Footwear,56,182,10192,Online
Sports Direct,2021-05-03,Northeast,Connecticut,Men'S Street Footwear,40,191,7640,Outlet
Kohl'S,2021-03-18,West,California,Women'S Apparel,41,176,7216,Online
West Gear,2021-02-01,West,California,Women'S Street Footwear,50,182,9100,Online
West Gear,2020-11-10,West,California,Women'S Athletic Footwear,39,190,7410,Outlet
Amazon,2021-08-10,Midwest,Ohio,Men'S Athletic Footwear,58,195,11310,Online
Kohl'S,2021-05-10,West,California,Women'S Athletic Footwear,46,176,8096,Online
West Gear,2021-02-03,West,California,Men'S Apparel,59,182,10738,Online
Sports Direct,2021-10-06,South,Texas,Women'S Street Footwear,32,190,6080,Outlet
Kohl'S,2021-05-15,West,California,Women'S Street Footwear,49,176,8624,Online
Kohl'S,2021-03-12,West,California,Women'S Apparel,41,182,7462,Online
Sports Direct,2021-10-09,South,Texas,Women'S Apparel,39,190,7410,Outlet
Kohl'S,2021-05-18,West,California,Women'S Apparel,62,176,10912,Online
Walmart,2020-10-24,South,Texas,Men'S Apparel,30,195,5850,Outlet
Kohl'S,2021-05-05,West,California,Men'S Apparel,58,182,10556,Online
Sports Direct,2021-10-19,South,Texas,Women'S Athletic Footwear,44,190,8360,Outlet
Kohl'S,2021-05-22,West,California,Women'S Athletic Footwear,47,176,8272,Online
Sports Direct,2021-08-27,South,Alabama,Women'S Street Footwear,11,190,2090,Outlet
Kohl'S,2021-05-27,West,California,Women'S Street Footwear,46,182,8372,Online
Sports Direct,2021-08-17,South,Texas,Men'S Street Footwear,23,176,4048,Online
Sports Direct,2021-09-23,South,Alabama,Women'S Apparel,26,190,4940,Outlet
Sports Direct,2021-08-23,South,Texas,Men'S Street Footwear,29,182,5278,Online
Sports Direct,2021-09-12,South,Texas,Women'S Street Footwear,44,176,7744,Online
Walmart,2021-10-17,Southeast,Florida,Men'S Athletic Footwear,43,190,8170,Outlet
Sports Direct,2021-08-29,South,Texas,Men'S Street Footwear,18,182,3276,Online
Sports Direct,2021-09-29,South,Texas,Men'S Athletic Footwear,54,176,9504,Online
