Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method
West Gear,09-08-2021,Northeast,New York,Women'S Apparel,60,73,4380,In-Store
West Gear,08-05-2021,Northeast,New York,Women'S Apparel,65,63,4095,In-Store
West Gear,10-10-2021,Northeast,New York,Women'S Apparel,65,63,4095,In-Store
West Gear,09-11-2021,Northeast,New York,Women'S Apparel,70,65,4550,In-Store
West Gear,10-06-2021,Northeast,New York,Women'S Apparel,70,73,5110,In-Store
West Gear,08-07-2021,Northeast,New York,Women'S Apparel,70,78,5460,In-Store
West Gear,12-10-2021,Northeast,Vermont,Women'S Apparel,75,30,2250,In-Store
West Gear,17-02-2021,Northeast,West Virginia,Women'S Apparel,25,35,875,In-Store
West Gear,16-03-2021,Northeast,West Virginia,Women'S Apparel,30,33,990,In-Store
West Gear,18-09-2021,Northeast,West Virginia,Women'S Apparel,40,30,1200,In-Store
West Gear,17-04-2021,Northeast,West Virginia,Women'S Apparel,50,33,1650,In-Store
West Gear,18-05-2021,Northeast,West Virginia,Women'S Apparel,55,35,1925,In-Store
West Gear,17-08-2021,Northeast,West Virginia,Women'S Apparel,55,43,2365,In-Store
West Gear,17-06-2021,Northeast,West Virginia,Women'S Apparel,65,43,2795,In-Store
West Gear,16-07-2021,Northeast,West Virginia,Women'S Apparel,65,48,3120,In-Store
West Gear,20-03-2021,Northeast,Maryland,Women'S Athletic Footwear,30,3,90,In-Store
West Gear,22-02-2021,Northeast,Maryland,Women'S Athletic Footwear,30,5,150,In-Store
West Gear,21-04-2021,Northeast,Maryland,Women'S Athletic Footwear,30,5,150,In-Store
West Gear,20-05-2021,Northeast,Maryland,Women'S Athletic Footwear,40,10,400,In-Store
West Gear,08-03-2021,Northeast,New York,Women'S Athletic Footwear,40,43,1720,In-Store
West Gear,09-04-2021,Northeast,New York,Women'S Athletic Footwear,40,45,1800,In-Store
West Gear,10-02-2021,Northeast,New York,Women'S Athletic Footwear,40,48,1920,In-Store
West Gear,08-09-2021,Northeast,New York,Women'S Athletic Footwear,45,53,2385,In-Store
West Gear,09-08-2021,Northeast,New York,Women'S Athletic Footwear,45,58,2610,In-Store
West Gear,08-05-2021,Northeast,New York,Women'S Athletic Footwear,50,50,2500,In-Store
West Gear,10-06-2021,Northeast,New York,Women'S Athletic Footwear,50,58,2900,In-Store
West Gear,10-10-2021,Northeast,New York,Women'S Athletic Footwear,50,50,2500,In-Store
West Gear,09-11-2021,Northeast,New York,Women'S Athletic Footwear,50,58,2900,In-Store
West Gear,08-07-2021,Northeast,New York,Women'S Athletic Footwear,55,58,3190,In-Store
West Gear,16-03-2021,Northeast,West Virginia,Women'S Athletic Footwear,25,18,450,In-Store
West Gear,17-04-2021,Northeast,West Virginia,Women'S Athletic Footwear,25,18,450,In-Store
West Gear,18-09-2021,Northeast,West Virginia,Women'S Athletic Footwear,25,23,575,In-Store
West Gear,17-02-2021,Northeast,West Virginia,Women'S Athletic Footwear,35,18,630,In-Store
West Gear,17-10-2021,Northeast,West Virginia,Women'S Athletic Footwear,35,18,630,In-Store
West Gear,18-05-2021,Northeast,West Virginia,Women'S Athletic Footwear,35,20,700,In-Store
West Gear,17-06-2021,Northeast,West Virginia,Women'S Athletic Footwear,35,28,980,In-Store
West Gear,17-08-2021,Northeast,West Virginia,Women'S Athletic Footwear,40,28,1120,In-Store
West Gear,16-07-2021,Northeast,West Virginia,Women'S Athletic Footwear,50,28,1400,In-Store
West Gear,21-04-2021,Northeast,Maryland,Women'S Street Footwear,25,13,325,In-Store
West Gear,20-03-2021,Northeast,Maryland,Women'S Street Footwear,25,18,450,In-Store
West Gear,20-05-2021,Northeast,Maryland,Women'S Street Footwear,40,15,600,In-Store
West Gear,09-04-2021,Northeast,New York,Women'S Street Footwear,35,53,1855,In-Store
West Gear,08-03-2021,Northeast,New York,Women'S Street Footwear,35,58,2030,In-Store
West Gear,08-09-2021,Northeast,New York,Women'S Street Footwear,45,55,2475,In-Store
West Gear,08-05-2021,Northeast,New York,Women'S Street Footwear,50,55,2750,In-Store
West Gear,10-06-2021,Northeast,New York,Women'S Street Footwear,50,60,3000,In-Store
West Gear,10-10-2021,Northeast,New York,Women'S Street Footwear,50,53,2650,In-Store
West Gear,09-11-2021,Northeast,New York,Women'S Street Footwear,50,55,2750,In-Store
West Gear,08-07-2021,Northeast,New York,Women'S Street Footwear,55,63,3465,In-Store
West Gear,09-08-2021,Northeast,New York,Women'S Street Footwear,55,63,3465,In-Store
West Gear,11-11-2021,Northeast,Vermont,Women'S Street Footwear,60,32,1920,In-Store
West Gear,22-02-2021,Northeast,West Virginia,Women'S Street Footwear,25,18,450,In-Store
West Gear,17-04-2021,Northeast,West Virginia,Women'S Street Footwear,20,25,500,In-Store
West Gear,16-03-2021,Northeast,West Virginia,Women'S Street Footwear,20,33,660,In-Store
West Gear,18-09-2021,Northeast,West Virginia,Women'S Street Footwear,25,25,625,In-Store
West Gear,17-10-2021,Northeast,West Virginia,Women'S Street Footwear,35,18,630,In-Store
West Gear,18-05-2021,Northeast,West Virginia,Women'S Street Footwear,35,28,980,In-Store
West Gear,17-06-2021,Northeast,West Virginia,Women'S Street Footwear,35,30,1050,In-Store
West Gear,17-08-2021,Northeast,West Virginia,Women'S Street Footwear,40,30,1200,In-Store
West Gear,16-07-2021,Northeast,West Virginia,Women'S Street Footwear,50,33,1650,In-Store
West Gear,16-12-2021,Northeast,West Virginia,Women'S Street Footwear,55,40,2200,In-Store
Sports Direct,19-01-2021,Southeast,Virginia,Men'S Apparel,45,45,2025,In-Store
Sports Direct,17-02-2021,Southeast,Virginia,Men'S Athletic Footwear,35,45,1575,In-Store
Sports Direct,19-01-2021,Southeast,Virginia,Men'S Athletic Footwear,35,55,1925,In-Store
Sports Direct,19-01-2021,Southeast,Virginia,Men'S Street Footwear,35,75,2625,In-Store
Sports Direct,17-02-2021,Southeast,Virginia,Men'S Street Footwear,35,80,2800,In-Store
Sports Direct,19-01-2021,Southeast,Virginia,Women'S Apparel,35,55,1925,In-Store
Sports Direct,19-01-2021,Southeast,Virginia,Women'S Athletic Footwear,30,40,1200,In-Store
Sports Direct,17-02-2021,Southeast,Virginia,Women'S Street Footwear,25,50,1250,In-Store
Sports Direct,19-01-2021,Southeast,Virginia,Women'S Street Footwear,25,55,1375,In-Store
West Gear,12-01-2021,Southeast,Florida,Men'S Apparel,55,55,3025,In-Store
West Gear,10-02-2021,Southeast,Florida,Men'S Athletic Footwear,45,55,2475,In-Store
West Gear,12-01-2021,Southeast,Florida,Men'S Athletic Footwear,45,65,2925,In-Store
West Gear,12-01-2021,Southeast,Florida,Men'S Street Footwear,45,85,3825,In-Store
West Gear,10-02-2021,Southeast,Florida,Men'S Street Footwear,45,90,4050,In-Store
West Gear,12-01-2021,Southeast,Florida,Women'S Apparel,45,65,2925,In-Store
West Gear,12-01-2021,Southeast,Florida,Women'S Athletic Footwear,40,50,2000,In-Store
West Gear,10-02-2021,Southeast,Florida,Women'S Street Footwear,35,60,2100,In-Store
West Gear,12-01-2021,Southeast,Florida,Women'S Street Footwear,35,65,2275,In-Store
Foot Locker,10-12-2021,West,Wyoming,Men'S Apparel,55,50,2750,In-Store
Foot Locker,10-12-2021,West,Wyoming,Women'S Apparel,60,60,3600,In-Store
Foot Locker,10-12-2021,West,Wyoming,Women'S Athletic Footwear,45,50,2250,In-Store
Foot Locker,10-12-2021,West,Wyoming,Women'S Street Footwear,45,55,2475,In-Store
Kohl'S,11-04-2021,West,Wyoming,Men'S Apparel,50,43,2150,In-Store
Kohl'S,10-03-2021,West,Wyoming,Men'S Apparel,50,45,2250,In-Store
Kohl'S,10-05-2021,West,Wyoming,Men'S Apparel,50,48,2400,In-Store
Kohl'S,12-02-2021,West,Wyoming,Men'S Apparel,50,50,2500,In-Store
Kohl'S,12-06-2021,West,Wyoming,Men'S Apparel,50,50,2500,In-Store
Kohl'S,11-08-2021,West,Wyoming,Men'S Apparel,50,50,2500,In-Store
Kohl'S,10-09-2021,West,Wyoming,Men'S Apparel,50,50,2500,In-Store
Kohl'S,10-07-2021,West,Wyoming,Men'S Apparel,50,53,2650,In-Store
Kohl'S,12-10-2021,West,Wyoming,Men'S Apparel,55,48,2640,In-Store
Kohl'S,11-11-2021,West,Wyoming,Men'S Apparel,55,48,2640,In-Store
Kohl'S,11-04-2021,West,Wyoming,Men'S Athletic Footwear,40,50,2000,In-Store
Kohl'S,10-03-2021,West,Wyoming,Men'S Athletic Footwear,40,53,2120,In-Store
Kohl'S,10-05-2021,West,Wyoming,Men'S Athletic Footwear,45,53,2385,In-Store
Kohl'S,11-11-2021,West,Wyoming,Men'S Athletic Footwear,45,58,2610,In-Store
Kohl'S,12-06-2021,West,Wyoming,Men'S Athletic Footwear,45,60,2700,In-Store
Kohl'S,10-09-2021,West,Wyoming,Men'S Athletic Footwear,45,60,2700,In-Store
Kohl'S,12-10-2021,West,Wyoming,Men'S Athletic Footwear,45,60,2700,In-Store
Kohl'S,10-12-2021,West,Wyoming,Men'S Athletic Footwear,45,60,2700,In-Store
Kohl'S,10-07-2021,West,Wyoming,Men'S Athletic Footwear,45,63,2835,In-Store
Kohl'S,11-08-2021,West,Wyoming,Men'S Athletic Footwear,45,63,2835,In-Store
Kohl'S,11-04-2021,West,Wyoming,Men'S Street Footwear,40,80,3200,In-Store
Kohl'S,10-03-2021,West,Wyoming,Men'S Street Footwear,40,82,3280,In-Store
Kohl'S,10-09-2021,West,Wyoming,Men'S Street Footwear,50,80,4000,In-Store
Kohl'S,10-05-2021,West,Wyoming,Men'S Street Footwear,50,82,4100,In-Store
Kohl'S,12-06-2021,West,Wyoming,Men'S Street Footwear,50,85,4250,In-Store
Kohl'S,11-08-2021,West,Wyoming,Men'S Street Footwear,50,85,4250,In-Store
Kohl'S,10-07-2021,West,Wyoming,Men'S Street Footwear,50,88,4400,In-Store
Kohl'S,11-11-2021,West,Wyoming,Men'S Street Footwear,55,75,4125,In-Store
Kohl'S,12-10-2021,West,Wyoming,Men'S Street Footwear,55,78,4290,In-Store
Kohl'S,10-12-2021,West,Wyoming,Men'S Street Footwear,55,80,4400,In-Store
Kohl'S,10-03-2021,West,Wyoming,Women'S Apparel,40,55,2200,In-Store
Kohl'S,11-04-2021,West,Wyoming,Women'S Apparel,40,55,2200,In-Store
Kohl'S,12-02-2021,West,Wyoming,Women'S Apparel,40,60,2400,In-Store
Kohl'S,10-05-2021,West,Wyoming,Women'S Apparel,55,60,3300,In-Store
Kohl'S,10-09-2021,West,Wyoming,Women'S Apparel,55,60,3300,In-Store
Kohl'S,12-06-2021,West,Wyoming,Women'S Apparel,55,65,3575,In-Store
Kohl'S,11-08-2021,West,Wyoming,Women'S Apparel,55,68,3740,In-Store
Kohl'S,10-07-2021,West,Wyoming,Women'S Apparel,55,70,3850,In-Store
Kohl'S,11-11-2021,West,Wyoming,Women'S Apparel,60,58,3480,In-Store
Kohl'S,12-10-2021,West,Wyoming,Women'S Apparel,60,60,3600,In-Store
Kohl'S,10-03-2021,West,Wyoming,Women'S Athletic Footwear,35,40,1400,In-Store
Kohl'S,12-02-2021,West,Wyoming,Women'S Athletic Footwear,35,43,1505,In-Store
Kohl'S,11-04-2021,West,Wyoming,Women'S Athletic Footwear,35,43,1505,In-Store
Kohl'S,10-05-2021,West,Wyoming,Women'S Athletic Footwear,40,45,1800,In-Store
Kohl'S,12-06-2021,West,Wyoming,Women'S Athletic Footwear,40,50,2000,In-Store
Kohl'S,10-07-2021,West,Wyoming,Women'S Athletic Footwear,40,50,2000,In-Store
Kohl'S,10-09-2021,West,Wyoming,Women'S Athletic Footwear,40,50,2000,In-Store
Kohl'S,11-08-2021,West,Wyoming,Women'S Athletic Footwear,40,53,2120,In-Store
Kohl'S,12-10-2021,West,Wyoming,Women'S Athletic Footwear,45,48,2160,In-Store
Kohl'S,11-11-2021,West,Wyoming,Women'S Athletic Footwear,45,50,2250,In-Store
Kohl'S,11-04-2021,West,Wyoming,Women'S Street Footwear,30,50,1500,In-Store
Kohl'S,10-03-2021,West,Wyoming,Women'S Street Footwear,30,55,1650,In-Store
Kohl'S,10-05-2021,West,Wyoming,Women'S Street Footwear,40,50,2000,In-Store
Kohl'S,12-06-2021,West,Wyoming,Women'S Street Footwear,40,53,2120,In-Store
Kohl'S,10-09-2021,West,Wyoming,Women'S Street Footwear,40,53,2120,In-Store
Kohl'S,10-07-2021,West,Wyoming,Women'S Street Footwear,40,55,2200,In-Store
Kohl'S,11-08-2021,West,Wyoming,Women'S Street Footwear,40,55,2200,In-Store
Kohl'S,12-10-2021,West,Wyoming,Women'S Street Footwear,45,50,2250,In-Store
Kohl'S,11-11-2021,West,Wyoming,Women'S Street Footwear,45,52,2340,In-Store
West Gear,12-09-2021,West,Utah,Men'S Apparel,20,33,660,In-Store
West Gear,11-10-2021,West,Utah,Men'S Apparel,30,28,840,In-Store
West Gear,11-08-2021,West,Utah,Men'S Apparel,30,35,1050,In-Store
West Gear,11-04-2021,West,Utah,Men'S Apparel,35,28,980,In-Store
West Gear,11-02-2021,West,Utah,Men'S Apparel,35,38,1330,In-Store
West Gear,11-06-2021,West,Utah,Men'S Apparel,35,40,1400,In-Store
West Gear,10-07-2021,West,Utah,Men'S Apparel,35,43,1505,In-Store
West Gear,10-03-2021,West,Utah,Men'S Apparel,40,30,1200,In-Store
West Gear,12-05-2021,West,Utah,Men'S Apparel,40,30,1200,In-Store
West Gear,11-11-2021,West,Utah,Men'S Apparel,40,35,1400,In-Store
West Gear,10-12-2021,West,Utah,Men'S Apparel,40,40,1600,In-Store
West Gear,11-10-2021,West,Utah,Men'S Athletic Footwear,20,40,800,In-Store
West Gear,11-11-2021,West,Utah,Men'S Athletic Footwear,20,40,800,In-Store
West Gear,11-04-2021,West,Utah,Men'S Athletic Footwear,25,33,825,In-Store
West Gear,11-06-2021,West,Utah,Men'S Athletic Footwear,25,40,1000,In-Store
West Gear,12-09-2021,West,Utah,Men'S Athletic Footwear,25,45,1125,In-Store
West Gear,10-03-2021,West,Utah,Men'S Athletic Footwear,30,35,1050,In-Store
West Gear,10-12-2021,West,Utah,Men'S Athletic Footwear,30,50,1500,In-Store
West Gear,12-05-2021,West,Utah,Men'S Athletic Footwear,30,38,1140,In-Store
West Gear,10-07-2021,West,Utah,Men'S Athletic Footwear,30,55,1650,In-Store
West Gear,11-08-2021,West,Utah,Men'S Athletic Footwear,35,53,1855,In-Store
West Gear,11-10-2021,West,Utah,Men'S Street Footwear,30,58,1740,In-Store
West Gear,11-11-2021,West,Utah,Men'S Street Footwear,30,55,1650,In-Store
West Gear,11-04-2021,West,Utah,Men'S Street Footwear,30,63,1890,In-Store
West Gear,11-06-2021,West,Utah,Men'S Street Footwear,30,65,1950,In-Store
West Gear,12-09-2021,West,Utah,Men'S Street Footwear,30,65,1950,In-Store
West Gear,10-03-2021,West,Utah,Men'S Street Footwear,30,67,2010,In-Store
West Gear,12-05-2021,West,Utah,Men'S Street Footwear,35,67,2345,In-Store
West Gear,11-08-2021,West,Utah,Men'S Street Footwear,35,75,2625,In-Store
West Gear,10-07-2021,West,Utah,Men'S Street Footwear,35,80,2800,In-Store
West Gear,10-12-2021,West,Utah,Men'S Street Footwear,40,70,2800,In-Store
West Gear,11-02-2021,West,Utah,Women'S Apparel,25,45,1125,In-Store
West Gear,11-04-2021,West,Utah,Women'S Apparel,25,40,1000,In-Store
West Gear,12-09-2021,West,Utah,Women'S Apparel,25,40,1000,In-Store
West Gear,10-03-2021,West,Utah,Women'S Apparel,30,40,1200,In-Store
West Gear,11-10-2021,West,Utah,Women'S Apparel,35,40,1400,In-Store
West Gear,11-08-2021,West,Utah,Women'S Apparel,35,53,1855,In-Store
West Gear,11-06-2021,West,Utah,Women'S Apparel,40,58,2320,In-Store
West Gear,10-07-2021,West,Utah,Women'S Apparel,40,60,2400,In-Store
West Gear,11-11-2021,West,Utah,Women'S Apparel,45,45,2025,In-Store
West Gear,10-12-2021,West,Utah,Women'S Apparel,45,50,2250,In-Store
West Gear,12-05-2021,West,Utah,Women'S Apparel,45,40,1800,In-Store
West Gear,12-09-2021,West,Utah,Women'S Athletic Footwear,10,33,330,In-Store
West Gear,11-04-2021,West,Utah,Women'S Athletic Footwear,20,25,500,In-Store
West Gear,11-10-2021,West,Utah,Women'S Athletic Footwear,20,28,560,In-Store
West Gear,11-02-2021,West,Utah,Women'S Athletic Footwear,20,30,600,In-Store
West Gear,11-08-2021,West,Utah,Women'S Athletic Footwear,20,38,760,In-Store
West Gear,11-11-2021,West,Utah,Women'S Athletic Footwear,20,38,760,In-Store
West Gear,11-06-2021,West,Utah,Women'S Athletic Footwear,20,40,800,In-Store
West Gear,10-03-2021,West,Utah,Women'S Athletic Footwear,25,25,625,In-Store
West Gear,12-05-2021,West,Utah,Women'S Athletic Footwear,25,28,700,In-Store
West Gear,10-07-2021,West,Utah,Women'S Athletic Footwear,25,43,1075,In-Store
West Gear,10-12-2021,West,Utah,Women'S Athletic Footwear,30,40,1200,In-Store
West Gear,12-09-2021,West,Utah,Women'S Street Footwear,10,35,350,In-Store
West Gear,11-04-2021,West,Utah,Women'S Street Footwear,15,33,495,In-Store
West Gear,11-10-2021,West,Utah,Women'S Street Footwear,20,30,600,In-Store
West Gear,11-11-2021,West,Utah,Women'S Street Footwear,20,35,700,In-Store
West Gear,10-03-2021,West,Utah,Women'S Street Footwear,20,40,800,In-Store
West Gear,11-06-2021,West,Utah,Women'S Street Footwear,20,43,860,In-Store
West Gear,12-05-2021,West,Utah,Women'S Street Footwear,25,35,875,In-Store
West Gear,10-07-2021,West,Utah,Women'S Street Footwear,25,48,1200,In-Store
West Gear,11-08-2021,West,Utah,Women'S Street Footwear,30,45,1350,In-Store
West Gear,10-12-2021,West,Utah,Women'S Street Footwear,30,45,1350,In-Store
West Gear,10-01-2021,Northeast,Maine,Men'S Athletic Footwear,41,11,451,Online
West Gear,03-01-2020,Northeast,Pennsylvania,Men'S Athletic Footwear,44,12,528,Online
West Gear,10-01-2021,Northeast,Maine,Men'S Street Footwear,33,10,330,Online
West Gear,02-01-2020,Northeast,Pennsylvania,Men'S Street Footwear,32,12,384,Online
West Gear,10-01-2021,Northeast,Maine,Women'S Athletic Footwear,43,6,258,Online
West Gear,05-01-2020,Northeast,Pennsylvania,Women'S Athletic Footwear,43,9,387,Online
West Gear,10-01-2021,Northeast,Maine,Women'S Street Footwear,43,10,430,Online
West Gear,04-01-2020,Northeast,Pennsylvania,Women'S Street Footwear,41,12,492,Online
Foot Locker,16-12-2021,South,Louisiana,Men'S Apparel,85,53,4505,Online
Foot Locker,16-12-2021,South,Louisiana,Men'S Apparel,82,13,1066,Online
Foot Locker,16-12-2021,South,Louisiana,Women'S Apparel,90,63,5670,Online
Foot Locker,16-12-2021,South,Louisiana,Women'S Apparel,87,18,1566,Online
Foot Locker,16-12-2021,South,Louisiana,Women'S Athletic Footwear,75,60,4500,Online
Foot Locker,16-12-2021,South,Louisiana,Women'S Athletic Footwear,72,16,1152,Online
Foot Locker,16-12-2021,South,Louisiana,Women'S Street Footwear,75,60,4500,Online
Foot Locker,16-12-2021,South,Louisiana,Women'S Street Footwear,69,16,1104,Online
West Gear,17-10-2021,South,Louisiana,Men'S Apparel,50,35,1750,Online
West Gear,18-09-2021,South,Louisiana,Men'S Apparel,55,28,1540,Online
West Gear,17-08-2021,South,Louisiana,Men'S Apparel,65,48,3120,Online
West Gear,17-11-2021,South,Louisiana,Men'S Apparel,70,48,3360,Online
West Gear,17-06-2021,South,Louisiana,Men'S Apparel,95,45,4275,Online
West Gear,16-07-2021,South,Louisiana,Men'S Apparel,95,65,6175,Online
West Gear,18-09-2021,South,Louisiana,Men'S Apparel,51,8,408,Online
West Gear,17-11-2021,South,Louisiana,Men'S Apparel,68,12,816,Online
West Gear,17-04-2021,South,Louisiana,Men'S Apparel,43,5,215,Online
West Gear,17-06-2021,South,Louisiana,Men'S Apparel,92,12,1104,Online
West Gear,16-07-2021,South,Louisiana,Men'S Apparel,86,19,1634,Online
West Gear,18-05-2021,South,Louisiana,Men'S Apparel,36,7,252,Online
West Gear,17-10-2021,South,Louisiana,Men'S Apparel,47,10,470,Online
West Gear,17-08-2021,South,Louisiana,Men'S Apparel,64,14,896,Online
West Gear,17-02-2021,South,Louisiana,Men'S Apparel,48,5,240,Online
West Gear,16-03-2021,South,Louisiana,Men'S Apparel,56,4,224,Online
West Gear,17-11-2021,South,Louisiana,Men'S Athletic Footwear,45,70,3150,Online
West Gear,18-09-2021,South,Louisiana,Men'S Athletic Footwear,50,50,2500,Online
West Gear,17-10-2021,South,Louisiana,Men'S Athletic Footwear,50,58,2900,Online
West Gear,17-06-2021,South,Louisiana,Men'S Athletic Footwear,70,70,4900,Online
West Gear,16-12-2021,South,Louisiana,Men'S Athletic Footwear,80,80,6400,Online
West Gear,17-08-2021,South,Louisiana,Men'S Athletic Footwear,85,83,7055,Online
West Gear,16-07-2021,South,Louisiana,Men'S Athletic Footwear,95,75,7125,Online
West Gear,17-04-2021,South,Louisiana,Men'S Athletic Footwear,52,9,468,Online
West Gear,16-12-2021,South,Louisiana,Men'S Athletic Footwear,72,22,1584,Online
West Gear,18-09-2021,South,Louisiana,Men'S Athletic Footwear,46,13,598,Online
West Gear,17-08-2021,South,Louisiana,Men'S Athletic Footwear,77,24,1848,Online
West Gear,17-11-2021,South,Louisiana,Men'S Athletic Footwear,42,21,882,Online
West Gear,18-05-2021,South,Louisiana,Men'S Athletic Footwear,47,10,470,Online
West Gear,17-06-2021,South,Louisiana,Men'S Athletic Footwear,65,21,1365,Online
West Gear,17-10-2021,South,Louisiana,Men'S Athletic Footwear,45,16,720,Online
West Gear,16-03-2021,South,Louisiana,Men'S Athletic Footwear,51,10,510,Online
West Gear,16-07-2021,South,Louisiana,Men'S Athletic Footwear,92,20,1840,Online
West Gear,02-11-2020,South,Texas,Men'S Athletic Footwear,49,19,931,Online
West Gear,17-10-2021,South,Louisiana,Men'S Street Footwear,35,40,1400,Online
West Gear,17-11-2021,South,Louisiana,Men'S Street Footwear,40,63,2520,Online
West Gear,18-09-2021,South,Louisiana,Men'S Street Footwear,45,50,2250,Online
West Gear,17-06-2021,South,Louisiana,Men'S Street Footwear,60,83,4980,Online
West Gear,16-12-2021,South,Louisiana,Men'S Street Footwear,70,80,5600,Online
West Gear,16-07-2021,South,Louisiana,Men'S Street Footwear,90,90,8100,Online
West Gear,17-08-2021,South,Louisiana,Men'S Street Footwear,95,85,8075,Online
West Gear,17-11-2021,South,Louisiana,Men'S Street Footwear,39,19,741,Online
West Gear,16-03-2021,South,Louisiana,Men'S Street Footwear,44,15,660,Online
West Gear,17-06-2021,South,Louisiana,Men'S Street Footwear,58,25,1450,Online
West Gear,17-08-2021,South,Louisiana,Men'S Street Footwear,86,26,2236,Online
West Gear,17-04-2021,South,Louisiana,Men'S Street Footwear,48,14,672,Online
West Gear,16-12-2021,South,Louisiana,Men'S Street Footwear,69,24,1656,Online
West Gear,18-05-2021,South,Louisiana,Men'S Street Footwear,43,16,688,Online
West Gear,16-07-2021,South,Louisiana,Men'S Street Footwear,86,27,2322,Online
West Gear,17-10-2021,South,Louisiana,Men'S Street Footwear,34,11,374,Online
West Gear,18-09-2021,South,Louisiana,Men'S Street Footwear,43,15,645,Online
West Gear,01-11-2020,South,Texas,Men'S Street Footwear,37,21,777,Online
West Gear,18-09-2021,South,Louisiana,Women'S Apparel,40,30,1200,Online
West Gear,17-10-2021,South,Louisiana,Women'S Apparel,55,40,2200,Online
West Gear,18-05-2021,South,Louisiana,Women'S Apparel,65,58,3770,Online
West Gear,17-08-2021,South,Louisiana,Women'S Apparel,70,30,2100,Online
West Gear,17-11-2021,South,Louisiana,Women'S Apparel,85,60,5100,Online
West Gear,16-07-2021,South,Louisiana,Women'S Apparel,110,65,7150,Online
West Gear,17-06-2021,South,Louisiana,Women'S Apparel,110,75,8250,Online
West Gear,16-03-2021,South,Louisiana,Women'S Apparel,41,10,410,Online
West Gear,18-05-2021,South,Louisiana,Women'S Apparel,59,17,1003,Online
West Gear,17-10-2021,South,Louisiana,Women'S Apparel,50,11,550,Online
West Gear,17-02-2021,South,Louisiana,Women'S Apparel,44,11,484,Online
West Gear,17-11-2021,South,Louisiana,Women'S Apparel,81,17,1377,Online
West Gear,17-06-2021,South,Louisiana,Women'S Apparel,100,20,2000,Online
West Gear,16-07-2021,South,Louisiana,Women'S Apparel,103,16,1648,Online
West Gear,17-08-2021,South,Louisiana,Women'S Apparel,63,9,567,Online
West Gear,18-09-2021,South,Louisiana,Women'S Apparel,39,8,312,Online
West Gear,17-04-2021,South,Louisiana,Women'S Apparel,55,11,605,Online
West Gear,17-10-2021,South,Louisiana,Women'S Athletic Footwear,40,38,1520,Online
West Gear,18-09-2021,South,Louisiana,Women'S Athletic Footwear,45,25,1125,Online
West Gear,17-11-2021,South,Louisiana,Women'S Athletic Footwear,50,50,2500,Online
West Gear,17-08-2021,South,Louisiana,Women'S Athletic Footwear,75,48,3600,Online
West Gear,17-06-2021,South,Louisiana,Women'S Athletic Footwear,85,58,4930,Online
West Gear,16-07-2021,South,Louisiana,Women'S Athletic Footwear,90,60,5400,Online
West Gear,17-10-2021,South,Louisiana,Women'S Athletic Footwear,36,11,396,Online
West Gear,17-11-2021,South,Louisiana,Women'S Athletic Footwear,48,13,624,Online
West Gear,18-09-2021,South,Louisiana,Women'S Athletic Footwear,41,6,246,Online
West Gear,18-05-2021,South,Louisiana,Women'S Athletic Footwear,44,9,396,Online
West Gear,17-04-2021,South,Louisiana,Women'S Athletic Footwear,39,7,273,Online
West Gear,17-08-2021,South,Louisiana,Women'S Athletic Footwear,74,13,962,Online
West Gear,16-07-2021,South,Louisiana,Women'S Athletic Footwear,86,17,1462,Online
West Gear,17-02-2021,South,Louisiana,Women'S Athletic Footwear,44,7,308,Online
West Gear,16-03-2021,South,Louisiana,Women'S Athletic Footwear,50,8,400,Online
West Gear,17-06-2021,South,Louisiana,Women'S Athletic Footwear,82,16,1312,Online
West Gear,04-11-2020,South,Texas,Women'S Athletic Footwear,48,18,864,Online
West Gear,17-11-2021,South,Louisiana,Women'S Street Footwear,40,53,2120,Online
West Gear,18-09-2021,South,Louisiana,Women'S Street Footwear,45,30,1350,Online
West Gear,17-10-2021,South,Louisiana,Women'S Street Footwear,45,40,1800,Online
West Gear,17-08-2021,South,Louisiana,Women'S Street Footwear,75,70,5250,Online
West Gear,17-06-2021,South,Louisiana,Women'S Street Footwear,85,70,5950,Online
West Gear,16-07-2021,South,Louisiana,Women'S Street Footwear,95,70,6650,Online
West Gear,17-10-2021,South,Louisiana,Women'S Street Footwear,42,10,420,Online
West Gear,18-05-2021,South,Louisiana,Women'S Street Footwear,49,11,539,Online
West Gear,17-04-2021,South,Louisiana,Women'S Street Footwear,52,11,572,Online
West Gear,17-11-2021,South,Louisiana,Women'S Street Footwear,38,14,532,Online
West Gear,18-09-2021,South,Louisiana,Women'S Street Footwear,43,8,344,Online
West Gear,16-07-2021,South,Louisiana,Women'S Street Footwear,90,20,1800,Online
West Gear,16-03-2021,South,Louisiana,Women'S Street Footwear,56,12,672,Online
West Gear,17-08-2021,South,Louisiana,Women'S Street Footwear,70,19,1330,Online
West Gear,17-06-2021,South,Louisiana,Women'S Street Footwear,83,20,1660,Online
West Gear,03-11-2020,South,Texas,Women'S Street Footwear,46,22,1012,Online
Foot Locker,12-12-2021,Southeast,Georgia,Men'S Apparel,65,40,2600,Online
Foot Locker,12-12-2021,Southeast,Georgia,Men'S Apparel,64,12,768,Online
Foot Locker,25-09-2021,Southeast,Virginia,Men'S Apparel,58,6,348,Online
Foot Locker,24-04-2021,Southeast,Virginia,Men'S Apparel,49,4,196,Online
